PARTNUMBER;OPERACION;POSTURA;RECURSO;TECNOLOGIA;CENTRO_MECANIZADO;PIEZAS_SIMULTANEAS;TIEMPO_FIJO_MIN;TIEMPO_VARIABLE_MIN;OEE
PARTNUMBER_5318;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;20.000;15.000;85.000
PARTNUMBER_755;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;13.700;55.000
PARTNUMBER_755;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;21.640;90.000
PARTNUMBER_755;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;14.280;85.000
PARTNUMBER_597;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;60.000;13.000;55.000
PARTNUMBER_597;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;21.610;90.000
PARTNUMBER_597;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;41.000;90.000
PARTNUMBER_597;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;11.950;85.000
PARTNUMBER_8665;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;10.000;55.000
PARTNUMBER_8665;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;23.000;90.000
PARTNUMBER_8665;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;0.700;90.000
PARTNUMBER_8666;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;10.000;55.000
PARTNUMBER_8666;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;32.500;90.000
PARTNUMBER_8666;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;37.500;90.000
PARTNUMBER_8666;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_2914;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_628;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_5165;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_5165;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_4287;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_4287;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_8667;900020;POSTURA_0;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;11.460;65.000
PARTNUMBER_8667;900030;POSTURA_1;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;90.510;80.000
PARTNUMBER_8667;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_8668;900020;POSTURA_0;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;11.380;65.000
PARTNUMBER_8668;900030;POSTURA_1;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;90.500;80.000
PARTNUMBER_8668;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_8669;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.500;50.000
PARTNUMBER_8669;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;28.320;90.000
PARTNUMBER_8669;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;74.040;90.000
PARTNUMBER_8669;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_8670;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.920;50.000
PARTNUMBER_8670;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;28.320;90.000
PARTNUMBER_8670;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;74.040;90.000
PARTNUMBER_8670;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_5968;900020;POSTURA_0;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_5968;900030;POSTURA_1;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_1804;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;8.000;65.000
PARTNUMBER_1804;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;103.310;90.000
PARTNUMBER_1804;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;13.060;85.000
PARTNUMBER_1776;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;8.000;100.000
PARTNUMBER_1776;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;103.310;90.000
PARTNUMBER_1776;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;13.420;85.000
PARTNUMBER_8671;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_8671;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;20.000;15.000;85.000
PARTNUMBER_8672;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_8672;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;20.000;15.000;85.000
PARTNUMBER_8673;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_8674;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_3022;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_6345;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_5323;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_5323;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_2830;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_2830;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_5164;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;5.000;85.000
PARTNUMBER_5164;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;20.000;15.000;85.000
PARTNUMBER_5285;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;5.000;85.000
PARTNUMBER_5285;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;20.000;15.000;85.000
PARTNUMBER_6223;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_6223;1300030;POSTURA_1;RECURSO_87;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_8675;1500020;POSTURA_0;RECURSO_53;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;9.000;85.000
PARTNUMBER_8675;1500030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;6.000;85.000
PARTNUMBER_8675;1500040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;4.000;85.000
PARTNUMBER_8675;1900020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_8676;1500020;POSTURA_0;RECURSO_53;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;9.000;85.000
PARTNUMBER_8676;1500030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;6.000;85.000
PARTNUMBER_8676;1500040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;4.000;85.000
PARTNUMBER_8676;1900020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_8677;900020;POSTURA_0;RECURSO_0;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;120.000;4.000;40.000
PARTNUMBER_8677;900030;POSTURA_1;RECURSO_5;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;30.000;0.500;30.000
PARTNUMBER_493;900020;POSTURA_0;RECURSO_97;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;180.000;1.830;69.220
PARTNUMBER_493;900030;POSTURA_1;RECURSO_5;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;30.000;0.910;68.750
PARTNUMBER_1581;900020;POSTURA_0;RECURSO_97;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;150.000;1.700;41.650
PARTNUMBER_1581;900030;POSTURA_1;RECURSO_5;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;30.000;1.000;53.000
PARTNUMBER_8678;900020;POSTURA_0;RECURSO_97;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;120.000;2.310;64.500
PARTNUMBER_8678;900030;POSTURA_1;RECURSO_5;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;30.000;0.630;57.500
PARTNUMBER_5004;900020;POSTURA_0;RECURSO_97;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;60.000;1.720;58.660
PARTNUMBER_5004;900030;POSTURA_1;RECURSO_5;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;30.000;0.630;61.510
PARTNUMBER_4248;1200020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;9.000;85.000
PARTNUMBER_4248;1200030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;4.000;85.000
PARTNUMBER_4248;1200040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;2.000;85.000
PARTNUMBER_4248;1600020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_3795;1200020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;9.000;85.000
PARTNUMBER_3795;1200030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;4.000;85.000
PARTNUMBER_3795;1200040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;2.000;85.000
PARTNUMBER_3795;1600020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_3933;1300020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;90.000;85.000
PARTNUMBER_3933;1300030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;12.000;85.000
PARTNUMBER_3933;1300040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;7.000;85.000
PARTNUMBER_3933;1700020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_4472;1300020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;90.000;85.000
PARTNUMBER_4472;1300030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;12.000;85.000
PARTNUMBER_4472;1300040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;7.000;85.000
PARTNUMBER_4472;1700020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_3517;1200020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;21.000;85.000
PARTNUMBER_3517;1200030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;6.000;85.000
PARTNUMBER_3517;1200040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;3.000;85.000
PARTNUMBER_3517;1600020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_4475;1200020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;21.000;85.000
PARTNUMBER_4475;1200030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;6.000;85.000
PARTNUMBER_4475;1200040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;3.000;85.000
PARTNUMBER_4475;1600020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_3319;1200020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;11.000;85.000
PARTNUMBER_3319;1200030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;3.000;85.000
PARTNUMBER_3319;1200040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;1.000;85.000
PARTNUMBER_3319;1600020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_3963;1200020;POSTURA_0;RECURSO_27;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;11.000;85.000
PARTNUMBER_3963;1200030;POSTURA_1;RECURSO_35;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;3.000;85.000
PARTNUMBER_3963;1200040;POSTURA_3;RECURSO_70;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;1.000;85.000
PARTNUMBER_3963;1600020;POSTURA_0;RECURSO_15;TECNOLOGIA_2;CENTRO_MECANIZADO_8;1;0.000;10.000;85.000
PARTNUMBER_5734;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;4.000;50.000
PARTNUMBER_5734;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;29.100;90.000
PARTNUMBER_5734;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;29.100;90.000
PARTNUMBER_5734;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;11.950;85.000
PARTNUMBER_2945;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;4.000;50.000
PARTNUMBER_2945;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;58.400;90.000
PARTNUMBER_2945;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_2936;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;72.600;90.000
PARTNUMBER_2936;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_2613;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;62.600;90.000
PARTNUMBER_2613;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;14.310;85.000
PARTNUMBER_5312;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_5149;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_4545;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_4545;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;127.970;90.000
PARTNUMBER_4545;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;24.090;85.000
PARTNUMBER_4479;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_4479;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;128.180;90.000
PARTNUMBER_4479;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_2489;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;7.000;100.000
PARTNUMBER_2489;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;104.050;90.000
PARTNUMBER_2489;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;20.160;85.000
PARTNUMBER_2259;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;7.000;100.000
PARTNUMBER_2259;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;104.050;90.000
PARTNUMBER_2259;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;25.000;85.000
PARTNUMBER_5481;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_5481;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;104.820;90.000
PARTNUMBER_5481;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_3305;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_3305;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;94.420;90.000
PARTNUMBER_3305;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;25.670;85.000
PARTNUMBER_2506;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_2506;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;99.650;90.000
PARTNUMBER_2506;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;20.320;85.000
PARTNUMBER_2497;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_2497;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;99.980;90.000
PARTNUMBER_2497;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;16.760;85.000
PARTNUMBER_4666;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_4666;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;123.980;90.000
PARTNUMBER_4666;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;22.230;85.000
PARTNUMBER_131;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_131;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;135.090;90.000
PARTNUMBER_131;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;27.860;85.000
PARTNUMBER_4795;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;8.000;50.000
PARTNUMBER_4795;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;62.000;90.000
PARTNUMBER_4795;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;51.000;90.000
PARTNUMBER_4795;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_8679;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.500;50.000
PARTNUMBER_8679;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;63.000;90.000
PARTNUMBER_8679;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;51.830;90.000
PARTNUMBER_8679;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;22.500;85.000
PARTNUMBER_2507;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;7.000;100.000
PARTNUMBER_2507;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;132.870;90.000
PARTNUMBER_2507;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;3.990;85.000
PARTNUMBER_6035;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_6035;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;65.280;90.000
PARTNUMBER_6035;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;68.720;90.000
PARTNUMBER_6035;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;13.230;85.000
PARTNUMBER_8680;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;60.000;13.000;55.000
PARTNUMBER_8680;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;74.100;90.000
PARTNUMBER_8680;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;77.350;90.000
PARTNUMBER_8680;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_8681;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;60.000;13.000;50.000
PARTNUMBER_8681;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;65.380;90.000
PARTNUMBER_8681;900030;POSTURA_1;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;67.500;90.000
PARTNUMBER_8681;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6259;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_6259;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;110.900;90.000
PARTNUMBER_6259;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;24.580;85.000
PARTNUMBER_5581;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;7.000;100.000
PARTNUMBER_5581;900020;POSTURA_0;RECURSO_106;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;113.650;90.000
PARTNUMBER_5581;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;30.000;17.810;85.000
PARTNUMBER_5857;900010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;6.130;50.000
PARTNUMBER_5857;900020;POSTURA_0;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;55.750;70.000
PARTNUMBER_5857;900030;POSTURA_1;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;49.480;70.000
PARTNUMBER_5857;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;35.000;85.000
PARTNUMBER_8682;900010;POSTURA_2;RECURSO_104;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.000;100.000
PARTNUMBER_8682;900020;POSTURA_0;RECURSO_82;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;57.900;60.000
