PARTNUMBER;OPERACION;POSTURA;RECURSO;TECNOLOGIA;CENTRO_MECANIZADO;PIEZAS_SIMULTANEAS;TIEMPO_FIJO_MIN;TIEMPO_VARIABLE_MIN;OEE
PARTNUMBER_6373;800020;POSTURA_0;RECURSO_0;TECNOLOGIA_0;CENTRO_MECANIZADO_0;1;10.000;10.890;68.100
PARTNUMBER_6374;800020;POSTURA_0;RECURSO_0;TECNOLOGIA_0;CENTRO_MECANIZADO_0;1;10.000;10.890;68.100
PARTNUMBER_6375;1300020;POSTURA_0;RECURSO_0;TECNOLOGIA_1;CENTRO_MECANIZADO_0;1;360.000;25.000;45.000
PARTNUMBER_6375;1300030;POSTURA_1;RECURSO_0;TECNOLOGIA_1;CENTRO_MECANIZADO_0;1;120.000;10.000;40.000
PARTNUMBER_6376;800020;POSTURA_0;RECURSO_1;TECNOLOGIA_1;CENTRO_MECANIZADO_0;1;120.000;50.000;40.000
PARTNUMBER_6376;800030;POSTURA_1;RECURSO_1;TECNOLOGIA_1;CENTRO_MECANIZADO_0;1;60.000;25.000;45.000
PARTNUMBER_6377;900010;POSTURA_2;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_0;1;0.000;6.500;65.000
PARTNUMBER_6377;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_0;1;0.000;183.100;85.000
PARTNUMBER_6377;900030;POSTURA_1;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_0;1;0.000;89.000;85.000
PARTNUMBER_6377;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_0;1;0.000;3.990;85.000
PARTNUMBER_739;900010;POSTURA_2;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;10.000;60.000
PARTNUMBER_739;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;23.020;65.000
PARTNUMBER_739;900030;POSTURA_1;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;7.930;60.000
PARTNUMBER_739;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_329;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;54.650;71.740
PARTNUMBER_329;900030;POSTURA_1;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;29.950;66.450
PARTNUMBER_329;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;4.440;85.000
PARTNUMBER_329;900050;POSTURA_4;RECURSO_0;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;90.000;2.190;70.000
PARTNUMBER_329;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_6378;1000020;POSTURA_0;RECURSO_0;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;240.000;10.750;83.100
PARTNUMBER_6378;1000030;POSTURA_1;RECURSO_0;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;150.000;0.370;14.300
PARTNUMBER_6378;1000040;POSTURA_3;RECURSO_5;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;60.000;0.800;49.900
PARTNUMBER_6378;1000050;POSTURA_4;RECURSO_3;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;0.000;2.190;85.000
PARTNUMBER_6379;1400010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;10.130;65.000
PARTNUMBER_6379;1400020;POSTURA_0;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;70.780;75.000
PARTNUMBER_6379;1400030;POSTURA_1;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;117.100;85.000
PARTNUMBER_6379;1400040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6379;1800020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;0.000
PARTNUMBER_6380;1400010;POSTURA_2;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;10.130;65.000
PARTNUMBER_6380;1400020;POSTURA_0;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;71.000;75.000
PARTNUMBER_6380;1400030;POSTURA_1;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;133.920;85.000
PARTNUMBER_6380;1400040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6380;1800020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;0.000
PARTNUMBER_656;900020;POSTURA_0;RECURSO_7;TECNOLOGIA_0;CENTRO_MECANIZADO_3;1;20.000;17.000;77.000
PARTNUMBER_656;900030;POSTURA_1;RECURSO_8;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;1.000;0.210;85.000
PARTNUMBER_656;900040;POSTURA_3;RECURSO_9;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.830;85.000
PARTNUMBER_656;900050;POSTURA_4;RECURSO_10;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.500;85.000
PARTNUMBER_656;900060;POSTURA_5;RECURSO_11;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;0.500;85.000
PARTNUMBER_656;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;2.000;85.000
PARTNUMBER_1326;900020;POSTURA_0;RECURSO_7;TECNOLOGIA_0;CENTRO_MECANIZADO_3;1;30.000;17.000;69.900
PARTNUMBER_1326;900030;POSTURA_1;RECURSO_8;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;1.000;0.210;85.000
PARTNUMBER_1326;900040;POSTURA_3;RECURSO_9;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;3.330;85.000
PARTNUMBER_1326;900050;POSTURA_4;RECURSO_10;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.500;85.000
PARTNUMBER_1326;900060;POSTURA_5;RECURSO_11;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;0.500;85.000
PARTNUMBER_1326;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;8.000;85.000
PARTNUMBER_1005;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;81.700;83.680
PARTNUMBER_1005;900030;POSTURA_1;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;66.750;74.380
PARTNUMBER_1005;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_1181;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;76.500;79.200
PARTNUMBER_1181;900030;POSTURA_1;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;67.750;78.960
PARTNUMBER_1181;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_1181;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;10.000;85.000
PARTNUMBER_734;900020;POSTURA_0;RECURSO_12;TECNOLOGIA_0;CENTRO_MECANIZADO_3;1;60.000;28.000;70.000
PARTNUMBER_734;900030;POSTURA_1;RECURSO_8;TECNOLOGIA_0;CENTRO_MECANIZADO_3;1;1.000;1.000;85.000
PARTNUMBER_734;900040;POSTURA_3;RECURSO_9;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.460;85.000
PARTNUMBER_734;900050;POSTURA_4;RECURSO_10;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.500;85.000
PARTNUMBER_734;900060;POSTURA_5;RECURSO_11;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;1.040;85.000
PARTNUMBER_734;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;2.000;85.000
PARTNUMBER_968;900020;POSTURA_0;RECURSO_12;TECNOLOGIA_0;CENTRO_MECANIZADO_3;1;60.000;28.000;70.000
PARTNUMBER_968;900030;POSTURA_1;RECURSO_8;TECNOLOGIA_0;CENTRO_MECANIZADO_3;1;1.000;1.000;85.000
PARTNUMBER_968;900040;POSTURA_3;RECURSO_9;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.460;85.000
PARTNUMBER_968;900050;POSTURA_4;RECURSO_10;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;2.500;85.000
PARTNUMBER_968;900060;POSTURA_5;RECURSO_11;TECNOLOGIA_0;CENTRO_MECANIZADO_3;24;5.000;1.040;85.000
PARTNUMBER_968;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;5.000;2.000;85.000
PARTNUMBER_6381;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;3.000;50.000
PARTNUMBER_6381;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;4.000;50.000
PARTNUMBER_6382;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.000;50.000
PARTNUMBER_6382;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;4.000;50.000
PARTNUMBER_6383;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_6383;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_6384;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;5.730;60.000
PARTNUMBER_6384;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;2.500;50.000
PARTNUMBER_6384;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6385;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;3.000;50.000
PARTNUMBER_6385;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;4.000;50.000
PARTNUMBER_6386;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;8.170;65.000
PARTNUMBER_6386;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;4.250;60.000
PARTNUMBER_6386;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6387;900020;POSTURA_0;RECURSO_14;TECNOLOGIA_2;CENTRO_MECANIZADO_4;1;0.000;10.000;78.000
PARTNUMBER_6388;900020;POSTURA_0;RECURSO_14;TECNOLOGIA_2;CENTRO_MECANIZADO_4;1;0.000;10.000;78.000
PARTNUMBER_6389;800020;POSTURA_0;RECURSO_14;TECNOLOGIA_2;CENTRO_MECANIZADO_4;1;0.000;7.000;78.000
PARTNUMBER_6390;800020;POSTURA_0;RECURSO_15;TECNOLOGIA_3;CENTRO_MECANIZADO_5;1;0.000;6.000;85.000
PARTNUMBER_6391;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;7.000;60.000
PARTNUMBER_6391;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;30.000;65.000
PARTNUMBER_6392;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;6.010;60.000
PARTNUMBER_6392;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;25.000;65.000
PARTNUMBER_6392;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;6.000;85.000
PARTNUMBER_6393;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;55.000;70.000
PARTNUMBER_6394;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;45.120;70.000
PARTNUMBER_6394;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6395;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;8.000;60.000
PARTNUMBER_6395;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;6.000;60.000
PARTNUMBER_6396;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;10.000;65.000
PARTNUMBER_6396;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;4.500;60.000
PARTNUMBER_6396;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6397;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;8.000;60.000
PARTNUMBER_6397;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;6.000;60.000
PARTNUMBER_6398;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;10.000;65.000
PARTNUMBER_6398;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;4.500;60.000
PARTNUMBER_6398;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6399;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;55.000;70.000
PARTNUMBER_6400;900020;POSTURA_0;RECURSO_2;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;44.600;70.000
PARTNUMBER_6400;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6401;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;105.000;75.000
PARTNUMBER_6401;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_6402;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;60.500;75.000
PARTNUMBER_6402;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;0.650;50.000
PARTNUMBER_6402;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6403;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6404;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6405;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6406;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6407;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6408;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6409;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6410;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;10.000;78.000
PARTNUMBER_6411;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;3.000;78.000
PARTNUMBER_6412;900020;POSTURA_0;RECURSO_17;TECNOLOGIA_2;CENTRO_MECANIZADO_1;6;0.000;1.000;85.000
PARTNUMBER_6412;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6412;900040;POSTURA_3;RECURSO_6;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;12.000;60.000
PARTNUMBER_6413;900020;POSTURA_0;RECURSO_17;TECNOLOGIA_0;CENTRO_MECANIZADO_1;6;0.000;1.000;85.000
PARTNUMBER_6413;900030;POSTURA_1;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6413;900040;POSTURA_3;RECURSO_6;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;12.000;60.000
PARTNUMBER_6414;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;25.000;65.000
PARTNUMBER_6414;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;10.000;60.000
PARTNUMBER_6415;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;25.000;65.000
PARTNUMBER_6415;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;10.000;60.000
PARTNUMBER_6416;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;60.000;70.000
PARTNUMBER_6416;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;60.000;70.000
PARTNUMBER_6417;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;68.880;75.000
PARTNUMBER_6417;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;62.560;75.000
PARTNUMBER_6417;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;3.990;85.000
PARTNUMBER_6418;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6419;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6420;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6421;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6422;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6423;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6424;900020;POSTURA_0;RECURSO_18;TECNOLOGIA_0;CENTRO_MECANIZADO_1;6;0.000;0.830;50.000
PARTNUMBER_6424;900030;POSTURA_1;RECURSO_17;TECNOLOGIA_0;CENTRO_MECANIZADO_1;6;0.000;10.000;85.000
PARTNUMBER_6425;900020;POSTURA_0;RECURSO_17;TECNOLOGIA_2;CENTRO_MECANIZADO_1;2;0.000;10.000;85.000
PARTNUMBER_6426;900020;POSTURA_0;RECURSO_17;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;10.000;85.000
PARTNUMBER_6427;900020;POSTURA_0;RECURSO_17;TECNOLOGIA_2;CENTRO_MECANIZADO_1;6;0.000;10.000;85.000
PARTNUMBER_6428;900020;POSTURA_0;RECURSO_17;TECNOLOGIA_0;CENTRO_MECANIZADO_1;6;0.000;10.000;85.000
PARTNUMBER_6429;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;10.000;60.000
PARTNUMBER_6429;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_6430;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;10.000;60.000
PARTNUMBER_6430;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;5.000;50.000
PARTNUMBER_6431;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6432;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6433;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6434;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6435;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6436;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6437;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6438;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6439;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6440;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6441;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6442;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6443;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6444;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6445;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6446;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6447;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6448;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6449;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6450;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;12.000;78.000
PARTNUMBER_6451;800020;POSTURA_0;RECURSO_16;TECNOLOGIA_3;CENTRO_MECANIZADO_6;1;0.000;9.000;78.000
PARTNUMBER_6452;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6453;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6454;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6455;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6456;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6457;1300020;POSTURA_0;RECURSO_4;TECNOLOGIA_0;CENTRO_MECANIZADO_2;1;15.000;5.000;85.000
PARTNUMBER_6458;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;8.000;60.000
PARTNUMBER_6458;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;1.500;50.000
PARTNUMBER_6459;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;8.000;60.000
PARTNUMBER_6459;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;1.500;50.000
PARTNUMBER_6460;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;8.000;60.000
PARTNUMBER_6460;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;1;0.000;1.500;50.000
PARTNUMBER_6461;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;11.480;65.000
PARTNUMBER_6461;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;2.900;60.000
PARTNUMBER_6461;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;6.810;85.000
PARTNUMBER_6462;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;2;0.000;13.500;65.000
PARTNUMBER_6462;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_2;CENTRO_MECANIZADO_1;2;0.000;5.000;60.000
PARTNUMBER_6463;900020;POSTURA_0;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;11.830;65.000
PARTNUMBER_6463;900030;POSTURA_1;RECURSO_13;TECNOLOGIA_0;CENTRO_MECANIZADO_1;2;0.000;2.960;60.000
PARTNUMBER_6463;900040;POSTURA_3;RECURSO_3;TECNOLOGIA_0;CENTRO_MECANIZADO_1;1;0.000;5.390;85.000
PARTNUMBER_6464;1000020;POSTURA_0;RECURSO_19;TECNOLOGIA_1;CENTRO_MECANIZADO_1;1;180.000;3.340;70.000
