oidx;ORDEN;PARTNUMBER;CANTIDAD;N_OPERACIONES;FECHA_PROVEEDOR;deadline_work_min;work_min;slack_min;cr;n_alternativas;n_grupos_recurso;duracion_media_operacion_min;duracion_max_operacion_min;operacion_min;operacion_max;log_cantidad;log_work_min;log_deadline_work_min;slack_relativo;log_cr;ga_rank_target;nn_priority_score;escenario_objetivo_ga;modelo_prioridad
1055;ORDEN_7108;PARTNUMBER_575;30.0;3;2026-07-19;63360.0;1686.0784313725492;61673.92156862745;37.57832306082102;3;3;562.0261437908497;1267.6666666666667;1000010;1000030;3.4339872044851463;7.430753573090962;11.056603809192042;20.0;3.6526905399911804;0.5406102277610657;0.5265466;inicial;TorchGCN_prioridad_desde_GA
1056;ORDEN_7109;PARTNUMBER_2603;30.0;3;2026-07-19;63360.0;1509.607843137255;61850.39215686275;41.97116508637485;3;3;503.202614379085;1138.6666666666667;1000010;1000030;3.4339872044851463;7.320267393933428;11.056603809192042;20.0;3.760529311368009;0.4972067039106145;0.48108256;inicial;TorchGCN_prioridad_desde_GA
1057;ORDEN_7111;PARTNUMBER_704;30.0;3;2026-07-19;63360.0;2451.5745098039215;60908.42549019608;25.8446152652597;3;3;817.191503267974;1948.3333333333335;1000010;1000030;3.4339872044851463;7.804893572141698;11.056603809192042;20.0;3.2900652520623788;0.7030511388053288;0.68053865;inicial;TorchGCN_prioridad_desde_GA
1058;ORDEN_7116;PARTNUMBER_4213;20.0;4;2026-08-11;86400.0;1148.520214890073;85251.47978510993;75.22723490615226;4;4;287.13005372251826;466.0;950010;950040;3.044522437723423;7.047099929859893;11.366754528799243;20.0;4.3337188123021875;0.39750752041254833;0.3575282;inicial;TorchGCN_prioridad_desde_GA
1059;ORDEN_7117;PARTNUMBER_4170;20.0;4;2026-05-28;10080.0;1104.29876321225;8975.70123678775;9.127964583315023;4;4;276.0746908030625;479.33333333333337;950010;950040;3.044522437723423;7.007870951355142;9.218407743053941;8.127964583315023;2.3153003684876317;0.3807477438762355;0.36087555;inicial;TorchGCN_prioridad_desde_GA
1060;ORDEN_7118;PARTNUMBER_2847;12.0;4;2026-06-09;21600.0;737.0039205774203;20862.99607942258;29.30784952009082;4;4;184.25098014435508;286.31111111111113;950010;950040;2.5649493574615367;6.603949137021891;9.980494888896912;20.0;3.411406739034062;0.27159432746024925;0.279864;inicial;TorchGCN_prioridad_desde_GA
1061;ORDEN_7120;PARTNUMBER_2605;30.0;3;2026-06-20;34560.0;2403.9411764705883;32156.058823529413;14.376391709692417;3;3;801.3137254901961;2024.0;1000010;1000030;3.4339872044851463;7.785280723392751;10.450481157684562;13.376391709692417;2.7328333272996734;0.6953158573270305;0.70148396;inicial;TorchGCN_prioridad_desde_GA
1062;ORDEN_7125;PARTNUMBER_563;30.0;3;2026-06-24;37440.0;1681.9477124183009;35758.0522875817;22.25990720375537;3;3;560.6492374727669;1444.8888888888891;1000020;1400020;3.4339872044851463;7.428302125626366;10.530521639636548;20.0;3.146731157562155;0.5384615384615384;0.56448317;inicial;TorchGCN_prioridad_desde_GA
1063;ORDEN_7127;PARTNUMBER_398;30.0;3;2026-06-20;34560.0;2380.6078431372553;32179.392156862745;14.517300738812791;3;3;793.5359477124184;2000.666666666667;1000010;1000030;3.4339872044851463;7.775531102918035;10.450481157684562;13.517300738812791;2.741955578160732;0.6905887408680704;0.69687796;inicial;TorchGCN_prioridad_desde_GA
1064;ORDEN_7130;PARTNUMBER_615;36.0;8;2026-07-30;74880.0;4688.380206993914;70191.61979300609;15.971400930389008;8;6;586.0475258742392;2285.3638593622245;1400020;2400020;3.6109179126442243;8.453055700680592;11.223655465763155;14.971400930389008;2.8315296291911225;0.8783841856467555;0.7989923;inicial;TorchGCN_prioridad_desde_GA
1065;ORDEN_7133;PARTNUMBER_704;30.0;3;2026-07-19;63360.0;2451.5745098039215;60908.42549019608;25.8446152652597;3;3;817.191503267974;1948.3333333333335;1000010;1000030;3.4339872044851463;7.804893572141698;11.056603809192042;20.0;3.2900652520623788;0.7034808766652342;0.68053865;inicial;TorchGCN_prioridad_desde_GA
1066;ORDEN_7135;PARTNUMBER_1017;34.0;6;2026-06-24;37440.0;1708.6018799600336;35731.398120039965;21.912652935203237;9;5;284.76697999333896;757.0593962999027;1000020;1000070;3.5553480614894135;7.444015803653394;10.530521639636548;20.0;3.1316892878932796;0.5543618392780404;0.4957005;inicial;TorchGCN_prioridad_desde_GA
1067;ORDEN_7141;PARTNUMBER_4216;20.0;7;2026-07-29;73440.0;612.9411764705883;72827.05882352941;119.81573896353166;7;5;87.56302521008402;310.0;1000020;1400020;3.044522437723423;6.419899119763835;11.204237641759402;20.0;4.794266566446993;0.22948001718951438;0.21639508;inicial;TorchGCN_prioridad_desde_GA
1068;ORDEN_7151;PARTNUMBER_4180;25.0;2;2026-07-28;72000.0;1204.6706887883358;70795.32931121167;59.767371008601515;2;2;602.3353443941679;1032.905982905983;900020;900030;3.258096538021482;7.094791279293079;11.184435286790631;20.0;4.107052983875304;0.4142672969488612;0.4395023;inicial;TorchGCN_prioridad_desde_GA
1069;ORDEN_7154;PARTNUMBER_3931;10.0;4;2026-07-06;48960.0;3074.9530290424455;45885.046970957555;15.922194432754106;4;4;768.7382572606115;1524.7058823529412;900010;900040;2.3978952727983707;8.031370060366697;10.798779341814225;14.922194432754106;2.8286260403756756;0.7743876235496348;0.71552074;inicial;TorchGCN_prioridad_desde_GA
1070;ORDEN_7159;PARTNUMBER_175;16.0;8;2026-07-26;70560.0;2196.5501569039516;68363.44984309605;32.12309984282566;8;3;274.56876961299395;630.1538461538462;1000020;1000090;2.833213344056216;7.695098453828527;11.164232862915847;20.0;3.500230919425601;0.6617963042544048;0.6695703;inicial;TorchGCN_prioridad_desde_GA
1071;ORDEN_7163;PARTNUMBER_197;64.0;6;2026-08-01;77760.0;4496.446690272811;73263.55330972718;17.293655492061912;6;1;749.4077817121351;839.6946564885496;1700020;1700070;4.174387269895637;8.41126511256329;11.261395299133936;16.29365549206191;2.9065543053121234;0.867640739149119;0.86253524;inicial;TorchGCN_prioridad_desde_GA
1072;ORDEN_7167;PARTNUMBER_4224;95.0;8;2026-07-07;50400.0;11358.185133658677;39041.81486634132;4.4373286230953735;8;6;1419.7731417073346;3796.596244131456;900010;900080;4.564348191467836;9.33778195851032;10.827766295132466;3.437328623095374;1.6932878783264573;0.9767941555651053;1.0341524;inicial;TorchGCN_prioridad_desde_GA
1073;ORDEN_7169;PARTNUMBER_3234;56.0;6;2026-06-03;15840.0;9130.918049270991;6709.081950729009;1.7347653231062192;6;4;1521.8196748784985;3164.3076923076924;1000020;1000070;4.04305126783455;9.119531033591787;9.670356794688852;0.7347653231062192;1.0060456271124851;0.9634722819080361;0.9699606;inicial;TorchGCN_prioridad_desde_GA
1074;ORDEN_7171;PARTNUMBER_347;200.0;1;2026-06-06;20160.0;333.33333333333337;19826.666666666668;60.47999999999999;1;1;333.33333333333337;333.33333333333337;1000020;1000020;5.303304908059076;5.812138499293826;9.911505324129712;20.0;4.118711918670395;0.07090674688440052;0.124081716;inicial;TorchGCN_prioridad_desde_GA
1075;ORDEN_7172;PARTNUMBER_4225;80.0;3;2026-07-27;70560.0;4548.187212940832;66011.81278705917;15.513873263448254;3;3;1516.0624043136106;3598.7531878719187;900020;900040;4.394449154672439;8.422703861469452;11.164232862915847;14.513873263448254;2.804200831474341;0.8706489041684572;0.9315556;inicial;TorchGCN_prioridad_desde_GA
1076;ORDEN_7173;PARTNUMBER_608;35.0;6;2026-07-30;74880.0;3674.684276117367;71205.31572388264;20.377260840247594;6;5;612.4473793528946;3240.5666290585436;1400020;1800020;3.58351893845611;8.209494591897275;11.223655465763155;19.377260840247594;3.0623277795335206;0.8259561667382896;0.82677424;inicial;TorchGCN_prioridad_desde_GA
1077;ORDEN_7194;PARTNUMBER_1698;50.0;4;2026-08-01;77760.0;689.4472169952821;77070.55278300472;112.78600896946126;7;5;172.36180424882053;388.27074640704683;1000020;1400020;3.9318256327243257;6.537339528211791;11.261395299133936;20.0;4.734319570104655;0.25612376450365276;0.24320455;inicial;TorchGCN_prioridad_desde_GA
1078;ORDEN_7197;PARTNUMBER_1682;100.0;2;2026-06-06;20160.0;1515.6876836743738;18644.312316325628;13.300893196629762;2;2;757.8438418371869;1390.9818013214326;1000020;1000030;4.61512051684126;7.324284080548593;9.911505324129712;12.300893196629762;2.6603219966180163;0.5010743446497636;0.55421364;inicial;TorchGCN_prioridad_desde_GA
1079;ORDEN_7198;PARTNUMBER_301;16.0;15;2026-06-11;24480.0;6450.348968725282;18029.65103127472;3.7951435059858065;15;9;430.0232645816854;1484.2857142857142;650010;1300020;2.833213344056216;8.772044530360615;10.10565258546514;2.795143505985807;1.5676036361432029;0.9140524280189085;0.8767861;inicial;TorchGCN_prioridad_desde_GA
1080;ORDEN_7207;PARTNUMBER_43;30.0;3;2026-06-20;34560.0;1737.14078337995;32822.85921662005;19.894760592032558;3;2;579.0469277933167;1255.2301255230125;1000020;1000040;3.4339872044851463;7.460571305640247;10.450481157684562;18.894760592032558;3.0394984381664982;0.5638160721959604;0.5860319;inicial;TorchGCN_prioridad_desde_GA
1081;ORDEN_7209;PARTNUMBER_2082;20.0;3;2026-06-30;43200.0;363.1060090424247;42836.89399095758;118.97351992032878;3;3;121.03533634747491;192.75644141954302;1400020;1400040;3.044522437723423;5.8974450588694936;10.673618922112436;20.0;4.787271051100835;0.0782122905027933;0.12895024;inicial;TorchGCN_prioridad_desde_GA
1082;ORDEN_7212;PARTNUMBER_4236;8.0;6;2026-05-30;12960.0;393.8067621414763;12566.193237858524;32.90954154653159;6;5;65.63446035691273;274.98323272971163;1000020;1400020;2.1972245773362196;5.978396435430567;9.469700127423375;20.0;3.5236964363331382;0.08809626128061883;0.16755107;inicial;TorchGCN_prioridad_desde_GA
1083;ORDEN_7214;PARTNUMBER_4237;80.0;2;2026-05-30;12960.0;5852.487605856853;7107.512394143147;2.214442963882629;2;2;2926.2438029284267;5435.546429386265;1000020;1000030;4.394449154672439;8.674792934527352;9.469700127423375;1.2144429638826286;1.1676540810552323;0.9020197679415557;0.90129733;inicial;TorchGCN_prioridad_desde_GA
1084;ORDEN_7219;PARTNUMBER_370;4.0;6;2026-08-01;77760.0;148.05429864253395;77611.94570135747;525.2127139364303;8;6;24.67571644042233;69.23076923076924;800020;1200020;1.6094379124341003;5.004310659980156;11.261395299133936;20.0;6.265705530109114;0.027932960893854747;0.22232398;inicial;TorchGCN_prioridad_desde_GA
1085;ORDEN_7226;PARTNUMBER_4243;4.0;6;2026-08-01;77760.0;346.3529411764706;77413.64705882352;224.51086956521738;6;4;57.725490196078425;284.0;900020;1300020;1.6094379124341003;5.8503413845752466;11.261395299133936;20.0;5.4183683598440995;0.07262569832402235;0.13080071;inicial;TorchGCN_prioridad_desde_GA
1086;ORDEN_7232;PARTNUMBER_301;16.0;15;2026-06-04;17280.0;6450.348968725282;10829.651031274718;2.678924827754687;15;9;430.0232645816854;1484.2857142857142;650010;1300020;2.833213344056216;8.772044530360615;9.757362911053992;1.678924827754687;1.3026205431209212;0.9144821658788139;0.8769915;inicial;TorchGCN_prioridad_desde_GA
1087;ORDEN_7235;PARTNUMBER_2152;30.0;3;2026-05-19;0.0;1946.65010283356;-1946.65010283356;0.0;3;3;648.8833676111866;1602.9736322453246;1000010;1000030;3.4339872044851463;7.574378849400512;0.0;-1.0;0.0;0.609368285345939;0.6031581;inicial;TorchGCN_prioridad_desde_GA
1088;ORDEN_7241;PARTNUMBER_4252;540.0;5;2026-07-06;48960.0;14538.837801071433;34421.16219892856;3.36753189422004;5;5;2907.7675602142867;8466.666666666666;400020;400060;6.293419278846481;9.58464759566569;10.798779341814225;2.3675318942200394;1.474198065625636;0.9879673399226472;1.0169611;inicial;TorchGCN_prioridad_desde_GA
1089;ORDEN_7246;PARTNUMBER_1752;20.0;3;2026-08-12;87840.0;425.1800361664569;87414.81996383355;206.59483637094115;3;2;141.7266787221523;205.911547369582;1000020;1000040;3.044522437723423;6.054861877099699;11.383283641013712;20.0;5.335588278010051;0.09969918349806618;0.15442389;inicial;TorchGCN_prioridad_desde_GA
1090;ORDEN_7248;PARTNUMBER_4254;8.0;7;2026-06-30;43200.0;914.2857142857143;42285.71428571428;47.25;7;5;130.61224489795921;477.14285714285717;1000020;1400020;2.1972245773362196;6.819236272583709;10.673618922112436;20.0;3.876395827784995;0.32746024924795875;0.31147072;inicial;TorchGCN_prioridad_desde_GA
1091;ORDEN_7251;PARTNUMBER_760;30.0;3;2026-06-20;34560.0;1520.9411764705883;33039.05882352941;22.722772277227723;3;3;506.98039215686276;1150.0;1000010;1000030;3.4339872044851463;7.327741888838076;10.450481157684562;20.0;3.1664354423940804;0.50236355822948;0.493827;inicial;TorchGCN_prioridad_desde_GA
1092;ORDEN_7252;PARTNUMBER_2603;30.0;3;2026-05-19;0.0;1509.607843137255;-1509.607843137255;0.0;3;3;503.202614379085;1138.6666666666667;1000010;1000030;3.4339872044851463;7.320267393933428;0.0;-1.0;0.0;0.49763644177051997;0.50593376;inicial;TorchGCN_prioridad_desde_GA
1093;ORDEN_7253;PARTNUMBER_2603;30.0;3;2026-06-20;34560.0;1509.607843137255;33050.39215686275;22.893362774386283;3;3;503.202614379085;1138.6666666666667;1000010;1000030;3.4339872044851463;7.320267393933428;10.450481157684562;20.0;3.173600712184732;0.49806617963042543;0.49041724;inicial;TorchGCN_prioridad_desde_GA
1094;ORDEN_7257;PARTNUMBER_2735;30.0;3;2026-05-19;0.0;2484.274509803922;-2484.274509803922;0.0;3;3;828.091503267974;1933.3333333333335;1000010;1000030;3.4339872044851463;7.81813839915163;0.0;-1.0;0.0;0.7082079931241942;0.69106853;inicial;TorchGCN_prioridad_desde_GA
1095;ORDEN_7258;PARTNUMBER_563;30.0;3;2026-06-24;37440.0;1681.9477124183009;35758.0522875817;22.25990720375537;3;3;560.6492374727669;1444.8888888888891;1000020;1400020;3.4339872044851463;7.428302125626366;10.530521639636548;20.0;3.146731157562155;0.538891276321444;0.56448317;inicial;TorchGCN_prioridad_desde_GA
1096;ORDEN_7265;PARTNUMBER_2298;30.0;3;2026-06-20;34560.0;2638.078431372549;31921.92156862745;13.10044447087155;3;3;879.359477124183;2285.6666666666665;1000010;1000030;3.4339872044851463;7.878185056172546;10.450481157684562;12.10044447087155;2.6462063196441385;0.35969058874086807;0.7126186;inicial;TorchGCN_prioridad_desde_GA
1097;ORDEN_7271;PARTNUMBER_4258;15.0;4;2026-06-30;43200.0;446.7379679144385;42753.262032085564;96.70098156571702;4;4;111.68449197860963;309.09090909090907;1400020;1800020;2.772588722239781;6.104208168250191;10.673618922112436;20.0;4.581911605730276;0.1564245810055866;0.04152286;inicial;TorchGCN_prioridad_desde_GA
1098;ORDEN_7272;PARTNUMBER_366;30.0;3;2026-07-23;67680.0;1983.4443273920117;65696.55567260798;34.12246013932288;3;3;661.1481091306706;1417.801282772589;1000020;1000040;3.4339872044851463;7.593094218109281;11.122560769584661;20.0;3.5588408158387015;0.6171035668242372;0.579975;inicial;TorchGCN_prioridad_desde_GA
1099;ORDEN_7286;PARTNUMBER_366;30.0;3;2026-07-23;67680.0;1983.4443273920117;65696.55567260798;34.12246013932288;3;3;661.1481091306706;1417.801282772589;1000020;1000040;3.4339872044851463;7.593094218109281;11.122560769584661;20.0;3.5588408158387015;0.6175333046841427;0.579975;inicial;TorchGCN_prioridad_desde_GA
1100;ORDEN_7287;PARTNUMBER_1142;60.0;3;2026-07-19;63360.0;1864.7031929955601;61495.29680700444;33.97859790126442;3;3;621.56773099852;1099.5059985885673;1000020;1000040;4.110873864173311;7.531393308196096;11.056603809192042;20.0;3.5547363859187464;0.5913192952299098;0.5942668;inicial;TorchGCN_prioridad_desde_GA
1101;ORDEN_7289;PARTNUMBER_2959;20.0;6;2026-07-23;67680.0;1495.7941176470588;66184.20588235294;45.24686867097942;9;6;249.29901960784312;787.0;1000020;1400020;3.044522437723423;7.311080844999632;11.122560769584661;20.0;3.833993757255131;0.492049849591749;0.6245631;inicial;TorchGCN_prioridad_desde_GA
1102;ORDEN_7293;PARTNUMBER_1846;8.0;8;2026-07-02;46080.0;4319.607843137255;41760.39215686274;10.667635043123013;8;7;539.9509803921569;1640.0;900020;1300020;2.1972245773362196;8.371151375770136;10.73815599652319;9.667635043123012;2.4568187730729463;0.8551783412118608;0.8755113;inicial;TorchGCN_prioridad_desde_GA
1103;ORDEN_7294;PARTNUMBER_2298;30.0;3;2026-07-19;63360.0;2638.078431372549;60721.921568627455;24.017481529931175;3;3;879.359477124183;2285.6666666666665;1000010;1000030;3.4339872044851463;7.878185056172546;11.056603809192042;20.0;3.219574841696249;0.7301246239793726;0.70543134;inicial;TorchGCN_prioridad_desde_GA
1104;ORDEN_7298;PARTNUMBER_4268;20.0;4;2026-06-09;21600.0;1148.9143961855893;20451.085603814412;18.800356294352547;4;4;287.22859904639733;492.44444444444446;950010;950040;3.044522437723423;7.047442780487155;9.980494888896912;17.800356294352547;2.9856999322028575;0.39836699613235926;0.43551248;inicial;TorchGCN_prioridad_desde_GA
1105;ORDEN_7318;PARTNUMBER_4271;20.0;1;2026-07-07;50400.0;288.8888888888889;50111.11111111111;174.46153846153845;1;1;288.8888888888889;288.8888888888889;1000020;1000020;3.044522437723423;5.6694977078005095;10.827766295132466;20.0;5.167419864822851;0.1332187365706919;0.0652791;inicial;TorchGCN_prioridad_desde_GA
1106;ORDEN_7320;PARTNUMBER_168;12.0;4;2026-08-11;86400.0;598.5737556561086;85801.4262443439;144.34311425046567;4;4;149.64343891402714;221.53846153846155;950010;950040;2.5649493574615367;6.396218995517532;11.366754528799243;20.0;4.979097252304914;0.22303394929093254;0.19351538;inicial;TorchGCN_prioridad_desde_GA
1107;ORDEN_7322;PARTNUMBER_495;24.0;4;2026-05-28;10080.0;1329.1450906909463;8750.854909309053;7.583822165539495;4;4;332.28627267273663;517.8666666666667;950010;950040;3.2188758248682006;7.193043306010909;9.218407743053941;6.583822165539494;2.1498792881449598;0.4456381607219596;0.44321823;inicial;TorchGCN_prioridad_desde_GA
1108;ORDEN_7326;PARTNUMBER_1264;60.0;6;2026-06-15;27360.0;4134.916854029438;23225.083145970562;6.616819869869436;8;6;689.1528090049063;3333.740383441202;900020;1300020;4.110873864173311;8.327464312995248;10.216873920776164;5.616819869869436;2.030358942675869;0.8491620111731844;0.8604711;inicial;TorchGCN_prioridad_desde_GA
1109;ORDEN_7336;PARTNUMBER_2789;24.0;6;2026-06-26;40320.0;9090.019510776263;31229.980489223737;4.435634043711396;6;3;1515.0032517960437;2633.4666666666667;800010;800060;3.2188758248682006;9.115042338283482;10.604627704024997;3.435634043711396;1.6929761731455186;0.9621830683283197;0.9534775;inicial;TorchGCN_prioridad_desde_GA
1110;ORDEN_7348;PARTNUMBER_1253;24.0;6;2026-06-26;40320.0;8494.608773698757;31825.391226301243;4.746539961303444;6;3;1415.768128949793;2638.444444444445;800010;800060;3.2188758248682006;9.047304694128004;10.604627704024997;3.7465399613034447;1.7485979278272852;0.9484314568113451;0.9208529;inicial;TorchGCN_prioridad_desde_GA
1111;ORDEN_7349;PARTNUMBER_2066;22.0;2;2026-05-25;5760.0;245.8426638518376;5514.157336148162;23.429619211543315;2;2;122.9213319259188;165.08972267536703;1400020;1400030;3.1354942159291497;5.508751145210538;8.658866349732383;20.0;3.1957962982281276;0.11474000859475719;0.09145418;inicial;TorchGCN_prioridad_desde_GA
1112;ORDEN_7354;PARTNUMBER_3801;9.0;3;2026-06-02;14400.0;284.41628959276017;14115.58371040724;50.63001145475373;3;2;94.80542986425341;200.76923076923077;900020;900040;2.302585092994046;5.653948779772597;9.575052927597383;20.0;3.9441031207538946;0.12935109583154275;0.102257624;inicial;TorchGCN_prioridad_desde_GA
1113;ORDEN_7361;PARTNUMBER_4292;8.0;7;2026-07-07;50400.0;2497.8991596638657;47902.100840336134;20.17695542472666;7;5;356.8427370948379;1520.0;900020;1300020;2.1972245773362196;7.823605577745414;10.827766295132466;19.17695542472666;3.0529135821883884;0.7120756338633434;0.6969286;inicial;TorchGCN_prioridad_desde_GA
1114;ORDEN_7368;PARTNUMBER_2461;5.0;7;2026-08-01;77760.0;746.7647058823529;77013.23529411765;104.12918471839308;7;5;106.68067226890756;423.2142857142857;1000020;1400020;1.791759469228055;6.6170883641603355;11.261395299133936;20.0;4.655189924572348;0.2750322303394929;0.26247412;inicial;TorchGCN_prioridad_desde_GA
1115;ORDEN_7379;PARTNUMBER_1004;20.0;4;2026-07-10;54720.0;1159.1366041410606;53560.86339585894;47.207550692912875;4;4;289.78415103526515;480.7777777777779;950010;950040;3.044522437723423;7.056293039357557;10.91000282698325;20.0;3.8755156621676305;0.4039535883111302;0.36169243;inicial;TorchGCN_prioridad_desde_GA
1116;ORDEN_7380;PARTNUMBER_4269;12.0;3;2026-07-14;57600.0;567.1195715205586;57032.88042847944;101.5658829152433;3;3;189.03985717351952;241.06666666666666;1000010;1000030;2.5649493574615367;6.342331909806768;10.961295207644392;20.0;4.630505352245348;0.20627417275461968;0.17363797;inicial;TorchGCN_prioridad_desde_GA
1117;ORDEN_7384;PARTNUMBER_171;5.0;6;2026-08-01;77760.0;392.3529411764706;77367.64705882352;198.18890554722637;6;5;65.3921568627451;310.0;900020;1300020;1.791759469228055;5.974707277997762;11.261395299133936;20.0;5.294253648555427;0.08723678556080791;0.099892914;inicial;TorchGCN_prioridad_desde_GA
1118;ORDEN_7408;PARTNUMBER_4268;20.0;4;2026-05-23;5760.0;1148.9143961855893;4611.08560381441;5.013428345160679;4;4;287.22859904639733;492.44444444444446;950010;950040;3.044522437723423;7.047442780487155;8.658866349732383;4.013428345160679;1.7939950260345636;0.39879673399226473;0.442855;inicial;TorchGCN_prioridad_desde_GA
1119;ORDEN_7416;PARTNUMBER_4272;20.0;4;2026-05-22;4320.0;1281.957381277377;3038.042618722623;3.369846816354718;4;4;320.48934531934424;529.3333333333333;950010;950040;3.044522437723423;7.1569231460415965;8.371242135931933;2.369846816354718;1.4747279550273722;0.4344649763644177;0.40192986;inicial;TorchGCN_prioridad_desde_GA
1120;ORDEN_7417;PARTNUMBER_4316;1.0;5;2026-05-29;11520.0;418.82352941176475;11101.176470588236;27.505617977528086;5;4;83.76470588235296;282.3529411764706;730020;2000020;0.6931471805599453;6.0398344549148515;9.351926736038054;20.0;3.350101189867142;0.15212720240653202;0.27139553;inicial;TorchGCN_prioridad_desde_GA
1121;ORDEN_7419;PARTNUMBER_351;30.0;3;2026-07-19;63360.0;2638.078431372549;60721.921568627455;24.017481529931175;3;3;879.359477124183;2285.6666666666665;1000010;1000030;3.4339872044851463;7.878185056172546;11.056603809192042;20.0;3.219574841696249;0.730554361839278;0.70543134;inicial;TorchGCN_prioridad_desde_GA
1122;ORDEN_7420;PARTNUMBER_36;30.0;3;2026-06-24;37440.0;1719.392156862745;35720.60784313725;21.775137132365522;3;3;573.1307189542483;1482.3333333333333;1000020;1400020;3.4339872044851463;7.450307541995879;10.530521639636548;20.0;3.1256694643075007;0.557799742157284;0.57080317;inicial;TorchGCN_prioridad_desde_GA
1123;ORDEN_7422;PARTNUMBER_4272;12.0;4;2026-08-11;86400.0;808.7945486803811;85591.20545131962;106.82564582188287;4;4;202.19863717009528;324.2666666666667;950010;950040;2.5649493574615367;6.696780571889037;11.366754528799243;20.0;4.680515532053487;0.29780833691448216;0.3666641;inicial;TorchGCN_prioridad_desde_GA
1124;ORDEN_7426;PARTNUMBER_2847;20.0;4;2026-08-11;86400.0;1154.6260959022914;85245.37390409771;74.82941907049317;4;4;288.6565239755728;458.6666666666667;950010;950040;3.044522437723423;7.052397550460932;11.366754528799243;20.0;4.328486331737873;0.40008594757198107;0.28899163;inicial;TorchGCN_prioridad_desde_GA
1125;ORDEN_7428;PARTNUMBER_2909;40.0;6;2026-07-07;50400.0;4130.410667595865;46269.58933240414;12.20217650399777;7;5;688.4017779326441;1872.2222222222224;800020;1200020;3.713572066704308;8.326374193638532;10.827766295132466;11.20217650399777;2.5803817026665103;0.8483025354533734;0.74895954;inicial;TorchGCN_prioridad_desde_GA
1126;ORDEN_7435;PARTNUMBER_4320;34.0;7;2026-05-27;8640.0;2157.9403956336873;6482.059604366313;4.003817722436597;10;7;308.27719937624113;1334.8109838689816;900020;2700020;3.5553480614894135;7.677372822738481;9.0642735958414;3.0038177224365974;1.6102011655696251;0.650623119896863;0.665081;inicial;TorchGCN_prioridad_desde_GA
1127;ORDEN_7436;PARTNUMBER_1803;21.0;7;2026-06-05;18720.0;993.3737556561086;17726.62624434389;18.844870718006554;10;7;141.91053652230124;645.1384615384616;900020;2700020;3.091042453358316;6.902113147708348;9.837401167408268;17.844870718006554;2.9879455716260814;0.3472281908036098;0.42810583;inicial;TorchGCN_prioridad_desde_GA
1128;ORDEN_7437;PARTNUMBER_2081;24.0;7;2026-06-08;20160.0;1365.1040723981903;18794.89592760181;14.768104797008828;10;7;195.0148674854557;810.0923076923078;900020;2700020;3.2188758248682006;7.2197182249285925;9.911505324129712;13.768104797008828;2.757989216011034;0.4611087236785561;0.5003587;inicial;TorchGCN_prioridad_desde_GA
1129;ORDEN_7439;PARTNUMBER_2618;19.0;3;2026-08-04;79200.0;1032.2528246598747;78167.74717534012;76.72538946657399;3;3;344.0842748866249;488.9228418640184;900020;900040;2.995732273553991;6.940467187150384;11.279744203985432;20.0;4.3531819667598475;0.360550064460679;0.3080248;inicial;TorchGCN_prioridad_desde_GA
1130;ORDEN_7446;PARTNUMBER_3995;5.0;4;2026-08-01;77760.0;182.5668449197861;77577.43315508022;425.9261862917399;4;4;45.64171122994652;127.27272727272727;1400020;1800020;1.791759469228055;5.21257887865371;11.261395299133936;20.0;6.056611132458298;0.03695745595186936;-0.0010511875;inicial;TorchGCN_prioridad_desde_GA
1131;ORDEN_7460;PARTNUMBER_1448;40.0;6;2026-06-06;20160.0;2947.6338978338595;17212.36610216614;6.839383959729553;9;5;491.27231630564324;1297.016861219196;1000020;1400020;3.713572066704308;7.989097256596623;9.911505324129712;5.839383959729553;2.0591602547099086;0.7593467984529437;0.7085382;inicial;TorchGCN_prioridad_desde_GA
1132;ORDEN_7461;PARTNUMBER_653;24.0;3;2026-08-01;77760.0;466.53212277139295;77293.46787722861;166.67662569101046;3;3;155.5107075904643;278.07486631016036;900020;900040;3.2188758248682006;6.147468058178659;11.261395299133936;20.0;5.122037277427158;0.16587881392350667;0.1699235;inicial;TorchGCN_prioridad_desde_GA
1133;ORDEN_7463;PARTNUMBER_125;24.0;3;2026-06-06;20160.0;872.60631644251;19287.39368355749;23.103202005446636;3;3;290.8687721475033;638.8975884747886;900020;900040;3.2188758248682006;6.772629835324517;9.911505324129712;20.0;3.182344694967604;0.3188654920498496;0.3734636;inicial;TorchGCN_prioridad_desde_GA
1134;ORDEN_7464;PARTNUMBER_4170;12.0;4;2026-06-12;25920.0;669.2459245940165;25250.754075405985;38.730157401741074;4;4;167.31148114850413;294.2666666666667;950010;950040;2.5649493574615367;6.507644696670901;10.162808729968926;20.0;3.682110531604239;0.2475290073055436;0.3352483;inicial;TorchGCN_prioridad_desde_GA
1135;ORDEN_7466;PARTNUMBER_2705;64.0;6;2026-06-05;18720.0;5104.319477249904;13615.680522750095;3.667482038190511;8;6;850.719912874984;3498.4371243087276;900020;1300020;4.174387269895637;8.5380383098845;9.837401167408268;2.667482038190511;1.540619748154351;0.8895573700042974;0.8935095;inicial;TorchGCN_prioridad_desde_GA
